CUSTOMER_ID,ORDER_ID,item1,item2,item3,item4,RECOMMENDATION 1,RECOMMENDATION 2,RECOMMENDATION 3
461591384,1791693774,Veggie Sticks Spicy,Chicken Sub Combo,Dipping Sauce,,10 pc Grilled Wings Combo,25 pc Game Day Pack,15 pc Grilled Wings Combo
886259241,5549621782,10 pc Spicy Wings Combo,Regular Buffalo Fries,Ranch Dip - Regular,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
108166463,7253771566,2 pc Crispy Strips,Voodoo Fries - Large,10 pc Grilled Wings Combo,,Regular Buffalo Fries,Large Buffalo Fries,Dipping Sauce
348338898,6488820852,Fried Corn - Regular,Cheese Dip - Medium,6 pc Grilled Wings Combo,,Fried Corn - Large,Cheese Dip - Regular,8 pc Mixed Wings Combo
388488350,4662712535,2 pc Crispy Strips,Ranch Dip - Large,15 pc Spicy Wings,,Blue Cheese Dip - Regular,Dipping Sauce,20 pc Crispy Strips
643256095,8282587606,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
7775815,1211569589,Regular Buffalo Fries,Ranch Dip - Regular,20 pc Grilled Wings,,Large Buffalo Fries,Ranch Dip - Large,Honey Mustard Dip - Regular
820974237,5931929840,Ranch Dip - Regular,20 pc Mixed Wings,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
413508946,937233417,Ranch Dip - Regular,10 pc Spicy Wings,Fried Corn - Regular,,Ranch Dip - Large,15 pc Grilled Wings,Blue Cheese Dip - Regular
989778920,1836342210,2 pc Crispy Strips,6 pc Grilled Wings Combo,15 pc Mixed Wings Combo,,8 pc Spicy Wings Combo,10 pc Spicy Wings Combo,Dipping Sauce
655805726,7825139391,10 pc Mixed Wings,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,,8 pc Grilled Wings Combo,15 pc Grilled Wings,20 pc Grilled Wings
989891009,6893279585,30 pc Family Grilled Wings,Fried Corn - Regular,Ranch Dip - Large,,Flavor Platter,Fried Corn - Large,20 pc Grilled Wings
377021551,4932507016,Regular Buffalo Fries,20 pc Grilled Wings,Ranch Dip - Regular,,Large Buffalo Fries,15 pc Grilled Wings,Voodoo Fries - Regular
170615493,693268549,Veggie Sticks Spicy,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,,8 pc Grilled Wings Combo,5 pc Crispy Strips Combo,25 pc Game Day Pack
324940474,8403128336,32 Oz Soda,Regular Buffalo Fries,Ranch Dip - Regular,,20 Oz Soda,Voodoo Fries - Regular,Voodoo Fries - Large
221008314,6272521896,7 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,,Ranch Dip - Large,15 pc Spicy Wings,Honey Mustard Dip - Regular
629815746,7055108210,25 pc Game Day Pack,10 pc Spicy Wings,Ranch Dip - Regular,,Fried Corn - Large,15 pc Grilled Wings,Flavor Platter
332232963,7658098544,10 pc Spicy Wings Combo,Triple Chocolate Cake,15 pc Grilled Wings Combo,,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,Chicken Sub Combo
243482130,3244141341,10 pc Grilled Wings Combo,Ranch Dip - Regular,10 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
808428514,8919162423,Triple Chocolate Cake,8 pc Grilled Wings Combo,Regular Buffalo Fries,,Order Memo Paid,10 pc Spicy Wings Combo,15 pc Grilled Wings Combo
969554031,1228896755,10 pc Grilled Wings Combo,3 pc Crispy Strips Combo,2 pc Crispy Strips,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Chicken Sub Combo
421528859,1388721424,2 pc Crispy Strips,Ranch Dip - Regular,Voodoo Fries - Regular,,Ranch Dip - Large,Dipping Sauce,Honey Mustard Dip - Regular
39554714,8049334637,Large Celery Sticks,2 pc Crispy Strips,20pc Spicy Feast Deal,,Veggie Sticks,30 pc Grilled Wings,Carrot Sticks
795166073,668877122,10 pc Spicy Wings Combo,Chicken Sub,Cheese Dip - Medium,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
438600504,1832380165,Ranch Dip - Regular,Add 5 Spicy Wings,20 pc Spicy Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
719437360,7454286331,20 pc Crispy Strips,Ranch Dip - Regular,Add 5 Spicy Wings,,7 pc Crispy Strips,30 pc Crispy Strips,15 pc Crispy Strips
362509592,8820300730,Ranch Dip - Regular,Fried Corn - Large,10 pc Grilled Wings,,Blue Cheese Dip - Regular,Ranch Dip - Large,Fried Corn - Regular
296304012,3534967544,Chicken Sub Combo,Chicken Sub,Ranch Dip - Regular,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
521152500,4099111737,25 pc Game Day Pack,Add 5 Spicy Wings,Regular Buffalo Fries,,Flavor Platter,Fried Corn - Large,15 pc Grilled Wings Combo
682434190,5692983309,20 Oz Soda,Ranch Dip - Regular,30 pc Grilled Wings,,Ranch Dip - Large,32 Oz Soda,Honey Mustard Dip - Regular
758373218,2551508316,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large,,Flavor Platter,30 pc Family Grilled Wings,15 pc Spicy Wings
791424763,6401485824,Veggie Sticks Spicy,Flavor Platter,20 Oz Soda,,20pc Spicy Feast Deal,30 pc Family Grilled Wings,25 pc Game Day Pack
116528530,8377653183,8 pc Mixed Wings Combo,Ranch Dip - Regular,8 pc Spicy Wings Combo,,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo
967741527,2593391980,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,20 Oz Soda,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Chicken Sub Combo
155880420,4662155831,2 pc Crispy Strips,Fried Corn - Regular,10 pc Grilled Wings Combo,,Fried Corn - Large,Dipping Sauce,15 pc Grilled Wings Combo
243563824,3504881894,Add 5 Spicy Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,,Fried Corn - Large,4 pc Crispy Strips,15 pc Grilled Wings Combo
169050503,7921565680,Ranch Dip - Regular,8 pc Grilled Wings Combo,3 pc Crispy Strips Combo,,Ranch Dip - Large,Blue Cheese Dip - Regular,10 pc Spicy Wings Combo
784518972,5313220129,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,,Order Memo Paid,6 pc Grilled Wings Combo,Chicken Sub Combo
691177024,4676091145,8 pc Grilled Wings Combo,Ranch Dip - Large,15 pc Spicy Wings,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
979331115,9283892057,3 pc Crispy Strips Combo,20pc Spicy Feast Deal,6 pc Spicy Wings Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
280724193,2518508022,Ranch Dip - Regular,Fried Corn - Large,Cheese Fries - Large,,Ranch Dip - Large,Fried Corn - Regular,Blue Cheese Dip - Regular
595884432,4747845722,20pc Spicy Feast Deal,Fried Corn - Regular,32 Oz Soda,,Fried Corn - Large,Flavor Platter,40 pc Family Grilled Wings
91044568,4714767517,Add 5 Spicy Wings,6 pc Grilled Wings Combo,Dipping Sauce,,8 pc Spicy Wings Combo,10 pc Spicy Wings Combo,Fried Corn - Large
213867214,2702547901,Veggie Sticks,Dipping Sauce,10 pc Grilled Wings,,Large Veggie Sticks,100 pc Grilled Wings,Carrot Sticks
115984953,2481358010,20pc Spicy Feast Deal,Ranch Dip - Regular,Chicken Sub,,Flavor Platter,30 pc Family Grilled Wings,15 pc Spicy Wings
176228300,9823882308,2 pc Crispy Strips,10 pc Grilled Wings Combo,Regular Buffalo Fries,,Dipping Sauce,15 pc Grilled Wings Combo,8 pc Mixed Wings Combo
284326459,3219246819,Ranch Dip - Regular,Add 5 Grilled Wings,20 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
397009271,5610733001,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,10 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Chicken Sub Combo
313902647,6359009799,Fried Corn - Regular,20pc Spicy Feast Deal,Ranch Dip - Regular,,Flavor Platter,Fried Corn - Large,30 pc Family Spicy Wings
250476484,5584934742,20 Oz Soda,Cheese Dip - Regular,8 pc Grilled Wings Combo,,32 Oz Soda,Cheese Dip - Medium,Legendary Feast Bundle
259471811,9958274172,Fried Corn - Regular,Ranch Dip - Regular,Chicken Sub Combo,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Large
630767485,1700879090,8 pc Spicy Wings Combo,Ranch Dip - Regular,Triple Chocolate Cake,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo
222757298,423325875,Fried Corn - Regular,Veggie Sticks Spicy,Ranch Dip - Regular,,Fried Corn - Large,Large Veggie Sticks Spicy,6 pc Strips Meal for 2
852429541,2700256303,2 pc Crispy Strips,Ranch Dip - Regular,Regular Buffalo Fries,,Ranch Dip - Large,Dipping Sauce,Honey Mustard Dip - Regular
740822945,7172483544,3 pc Crispy Strips Combo,Blue Cheese Dip - Regular,10 pc Spicy Wings Combo,,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo
332497361,2771731403,32 Oz Soda,2 pc Crispy Strips,Add 5 Spicy Wings,,20 Oz Soda,Buffalo Fries,Large Fruit Punch
73510650,1884402430,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,20 Oz Soda,,6 pc Grilled Wings Combo,Flavor Platter,30 pc Family Grilled Wings
577211475,4464349661,20pc Spicy Feast Deal,32 Oz Soda,Ranch Dip - Regular,,Flavor Platter,15 pc Spicy Wings,30 pc Family Grilled Wings
456896960,9020764788,Fried Corn - Regular,Ranch Dip - Regular,30 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Large
1258490,897197018,15 pc Grilled Wings,20pc Spicy Feast Deal,Ranch Dip - Regular,,Flavor Platter,20 pc Grilled Wings,30 pc Family Spicy Wings
761480509,9195917308,Ranch Dip - Regular,Fried Corn - Regular,Veggie Sticks,,Ranch Dip - Large,Fried Corn - Large,Blue Cheese Dip - Regular
571454523,9753500807,Ranch Dip - Large,2 pc Crispy Strips,20pc Spicy Feast Deal,,Ranch Dip - Regular,Blue Cheese Dip - Regular,30 pc Crispy Strips
499615877,1074003675,10 pc Spicy Wings,Fried Corn - Regular,7 pc Crispy Strips,,15 pc Grilled Wings,Fried Corn - Large,20 pc Grilled Wings
301776513,2181355716,20 pc Grilled Wings,Veggie Sticks,Ranch Dip - Regular,,15 pc Grilled Wings,30 pc Family Grilled Wings,15 pc Spicy Wings
384800430,8024017350,Ranch Dip - Large,30 pc Family Grilled Wings,Fried Corn - Regular,,Ranch Dip - Regular,Blue Cheese Dip - Regular,40 pc Family Grilled Wings
901956379,575013192,Regular Buffalo Fries,15 pc Grilled Wings,7 pc Crispy Strips,,Large Buffalo Fries,Voodoo Fries - Regular,20 pc Grilled Wings
622349757,9480777569,10 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Fried Corn - Regular,,6 pc Grilled Wings Combo,Fried Corn - Large,Chicken Sub Combo
994215503,8490256110,8 pc Grilled Wings Combo,2 pc Crispy Strips,Ranch Dip - Regular,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
942408609,9316714148,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
475626592,3735258950,Large Buffalo Fries,Ranch Dip - Regular,10 pc Spicy Wings,,Regular Buffalo Fries,Ranch Dip - Large,Honey Mustard Dip - Regular
352894347,4118512959,Ranch Dip - Regular,Flavor Platter,20 Oz Soda,,20pc Spicy Feast Deal,Ranch Dip - Large,Blue Cheese Dip - Regular
357751622,153301022,6 pc Spicy Wings Combo,Chicken Sub,Fried Corn - Regular,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
452279459,5439543092,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,Honey Mustard Dip - Regular
64239408,1234599757,2 pc Crispy Strips,32 Oz Soda,10 pc Grilled Wings,,20 Oz Soda,Dipping Sauce,Large Fruit Punch
146781377,1314782296,Blue Cheese Dip - Regular,Fried Corn - Large,30 pc Grilled Wings,,Ranch Dip - Regular,Ranch Dip - Large,Fried Corn - Regular
289850892,7832345222,Regular Buffalo Fries,10 pc Mixed Wings,Ranch Dip - Regular,,Large Buffalo Fries,20 pc Grilled Wings,Voodoo Fries - Regular
953479794,1907035917,10 pc Spicy Wings Combo,Ranch Dip - Regular,6 pc Grilled Wings Combo,,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
804730893,5827168935,10 pc Grilled Wings,10 pc Grilled Wings Combo,Fried Corn - Large,,15 pc Grilled Wings,15 pc Spicy Wings,20 pc Grilled Wings
642954205,8538799610,Chicken Sub,8 pc Spicy Wings Combo,Regular Buffalo Fries,,6 pc Grilled Wings Combo,Honey Mustard Dip - Regular,Cheese Dip - Regular
828120344,6646915661,Ranch Dip - Regular,Regular Buffalo Fries,Bottled Water,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
264767825,7341287854,Chicken Sub Combo,Ranch Dip - Regular,10 pc Grilled Wings Combo,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Ranch Dip - Large
740863153,3302178791,Fried Corn - Regular,2 pc Crispy Strips,Ranch Dip - Regular,,Ranch Dip - Large,Fried Corn - Large,Dipping Sauce
391458895,5895908225,Fried Corn - Regular,10 pc Spicy Wings,10 pc Spicy Wings Combo,,Fried Corn - Large,15 pc Grilled Wings,20 pc Grilled Wings
93586269,4249926639,10 pc Grilled Wings,10 pc Grilled Wings Combo,Ranch Dip - Large,,15 pc Grilled Wings,20 pc Grilled Wings,15 pc Spicy Wings
709117761,1978069785,25 pc Game Day Pack,Chicken Sub Combo,Large Veggie Sticks Spicy,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,Fried Corn - Large
899533625,6829257066,8 pc Spicy Wings Combo,Ranch Dip - Regular,8 pc Grilled Wings Combo,,6 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
440457171,7249113306,Veggie Sticks Spicy,6 pc Grilled Wings Combo,3 pc Crispy Strips Combo,,8 pc Spicy Wings Combo,10 pc Spicy Wings Combo,25 pc Game Day Pack
433975390,3671354189,10 pc Grilled Wings Combo,6 pc Grilled Wings Combo,Large Buffalo Fries,,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo
715546416,7439102795,24 pc Family Grilled Wings,Triple Chocolate Cake,10 pc Spicy Wings Combo,,Flavor Platter,15 pc Grilled Wings,20 pc Grilled Wings
73637672,6371113700,Ranch Dip - Regular,20 Oz Soda,10 pc Spicy Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,32 Oz Soda
271995685,5494382077,6 pc Spicy Wings Combo,Ranch Dip - Large,8 pc Spicy Wings Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
743731764,7435447142,30 pc Family Grilled Wings,Dipping Sauce,5 pc Crispy Strips Combo,,Flavor Platter,20 pc Grilled Wings,40 pc Family Grilled Wings
88222968,5479754720,Veggie Sticks,Ranch Dip - Large,Fried Corn - Large,,Blue Cheese Dip - Regular,Celery Sticks,100 pc Grilled Wings
551777539,9908029367,Ranch Dip - Large,Fried Corn - Large,50 pc Grilled Wings,,Ranch Dip - Regular,Fried Corn - Regular,Blue Cheese Dip - Regular
496128198,4101133960,Chicken Sub,10 pc Grilled Wings,8 pc Grilled Wings Combo,,15 pc Grilled Wings,Honey Mustard Dip - Regular,20 pc Grilled Wings
72129409,3015925635,Ranch Dip - Regular,10 pc Spicy Wings,Veggie Sticks Spicy,,Ranch Dip - Large,Blue Cheese Dip - Regular,15 pc Grilled Wings
709637547,2028788097,Large Buffalo Fries,20 pc Grilled Wings,Regular Buffalo Fries,,15 pc Grilled Wings,Voodoo Fries - Regular,30 pc Grilled Wings
310140991,1264014639,Veggie Sticks,6 pc Spicy Wings Combo,Blue Cheese Dip - Regular,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,10 pc Mixed Wings Combo
881591579,989527639,20pc Spicy Feast Deal,8 pc Spicy Wings Combo,Ranch Dip - Regular,,6 pc Grilled Wings Combo,Flavor Platter,30 pc Family Grilled Wings
877650838,5436082679,Ranch Dip - Regular,15 pc Spicy Wings,20 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
827274979,4826562760,4 pc Crispy Strips,10 pc Grilled Wings Combo,Chicken Sub,,15 pc Spicy Wings,15 pc Grilled Wings Combo,8 pc Mixed Wings Combo
705085361,5840783167,15 pc Grilled Wings,Regular Buffalo Fries,6 pc Spicy Wings Combo,,20 pc Grilled Wings,Voodoo Fries - Large,30 pc Grilled Wings
452376502,6403268830,6 pc Mixed Wings Combo,Regular Buffalo Fries,Fried Corn - Regular,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
461515640,4204556378,Large Buffalo Fries,10 pc Spicy Wings,15 pc Spicy Wings,,Regular Buffalo Fries,15 pc Grilled Wings,Voodoo Fries - Regular
845598480,8025974796,2 pc Crispy Strips,Regular Buffalo Fries,15 pc Grilled Wings,,Dipping Sauce,Voodoo Fries - Regular,Voodoo Fries - Large
684312607,3218830263,Fried Corn - Regular,Ranch Dip - Large,10 pc Grilled Wings,,Ranch Dip - Regular,Blue Cheese Dip - Regular,Fried Corn - Large
920863414,1496609584,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,Chicken Sub Combo
486701855,6593788546,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo,8 pc Grilled Wings Combo,,Order Memo Paid,Chicken Sub Combo,10 pc Grilled Wings Combo
74190959,5190525485,Chicken Sub Combo,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,10 pc Spicy Wings Combo
418210296,1693088898,Ranch Dip - Regular,20 pc Grilled Wings,20pc Spicy Feast Deal,,Ranch Dip - Large,Blue Cheese Dip - Regular,15 pc Grilled Wings
892869602,4540881888,Ranch Dip - Regular,6 pc Spicy Wings Combo,10 pc Grilled Wings Combo,,8 pc Grilled Wings Combo,Blue Cheese Dip - Regular,Ranch Dip - Large
10640175,3748848573,Add 5 Grilled Wings,20pc Spicy Feast Deal,Fried Corn - Large,,Flavor Platter,30 pc Family Spicy Wings,15 pc Spicy Wings Combo
846464669,140533012,20 pc Grilled Wings,20 Oz Soda,Ranch Dip - Regular,,32 Oz Soda,30 pc Family Grilled Wings,15 pc Grilled Wings
560095323,4328729830,4 pc Crispy Strips,Add 5 Spicy Wings,15 pc Grilled Wings,,Fried Corn - Large,15 pc Spicy Wings,Cheese Dip - Medium
656825175,1100029045,10 pc Mixed Wings Combo,7 pc Crispy Strips,10 pc Grilled Wings Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
280716757,4240564164,Voodoo Fries - Regular,20 pc Mixed Wings,Ranch Dip - Regular,,Regular Buffalo Fries,Large Buffalo Fries,20 pc Grilled Wings
584891020,3292135969,Ranch Dip - Regular,10 pc Spicy Wings Combo,10 pc Grilled Wings Combo,,8 pc Grilled Wings Combo,Blue Cheese Dip - Regular,Ranch Dip - Large
456006505,5273809414,Add 5 Spicy Wings,Ranch Dip - Large,10 pc Grilled Wings Combo,,Blue Cheese Dip - Regular,Fried Corn - Large,4 pc Crispy Strips
507699123,4843892365,2 pc Crispy Strips,Ranch Dip - Large,Fried Corn - Large,,Blue Cheese Dip - Regular,Dipping Sauce,30 pc Crispy Strips
952900524,4475708513,Large Buffalo Fries,Chicken Sub Combo,6 pc Grilled Wings Combo,,Regular Buffalo Fries,10 pc Grilled Wings Combo,Voodoo Fries - Regular
951770074,1891258868,30 pc Family Grilled Wings,Ranch Dip - Large,Fried Corn - Regular,,Flavor Platter,20 pc Grilled Wings,15 pc Grilled Wings Combo
43006300,8567790320,10 pc Grilled Wings,Add 5 Grilled Wings,10 pc Spicy Wings,,15 pc Spicy Wings,15 pc Grilled Wings,20 pc Grilled Wings
956554764,555033840,5 pc Crispy Strips Combo,20 Oz Soda,10 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
320742479,1757964799,Ranch Dip - Regular,Chicken Sub Combo,8 pc Grilled Wings Combo,,10 pc Grilled Wings Combo,Ranch Dip - Large,Blue Cheese Dip - Regular
300095062,203585826,Ranch Dip - Regular,Regular Buffalo Fries,20 pc Grilled Wings,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
857879752,4991901700,Large Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,,Regular Buffalo Fries,Voodoo Fries - Regular,15 pc Grilled Wings Combo
513474141,788250617,6 pc Spicy Wings Combo,8 pc Spicy Wings Combo,8 pc Mixed Wings Combo,,Order Memo Paid,Chicken Sub Combo,6 pc Grilled Wings Combo
639092931,1327263363,Triple Chocolate Cake,Veggie Sticks Spicy,8 pc Spicy Wings Combo,,Order Memo Paid,Legendary Feast Bundle,Large Veggie Sticks Spicy
180718756,2199438114,Ranch Dip - Regular,20 Oz Soda,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,32 Oz Soda
854159463,6137645469,Voodoo Fries - Large,4 pc Crispy Strips,5 pc Crispy Strips Combo,,Regular Buffalo Fries,Large Buffalo Fries,15 pc Spicy Wings
159520555,8721610270,Cheese Fries - Regular,10 pc Spicy Wings,Ranch Dip - Regular,,Regular Buffalo Fries,Large Buffalo Fries,15 pc Grilled Wings
135641283,6792373984,Ranch Dip - Large,20 pc Grilled Wings,2 pc Crispy Strips,,Ranch Dip - Regular,Blue Cheese Dip - Regular,15 pc Grilled Wings
22609897,1355068589,3 pc Crispy Strips Combo,Fried Corn - Regular,10 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
15750176,8787311196,Large Buffalo Fries,Ranch Dip - Regular,Add 5 Spicy Wings,,Regular Buffalo Fries,Ranch Dip - Large,Honey Mustard Dip - Regular
910873155,5831553557,Fried Corn - Regular,Ranch Dip - Regular,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,Fried Corn - Large
268346158,1728785684,3 pc Crispy Strips Combo,Fried Corn - Regular,6 pc Spicy Wings Combo,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo
467898599,7436158860,10 pc Grilled Wings Combo,Veggie Sticks Spicy,25 pc Game Day Pack,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
148829205,9866060252,Add 5 Spicy Wings,Buffalo Fries,Ranch Dip - Regular,,Fried Corn - Large,4 pc Crispy Strips,Voodoo Fries - Regular
606485203,1757937877,Ranch Dip - Large,Large Buffalo Fries,30 pc Grilled Wings,,Ranch Dip - Regular,Regular Buffalo Fries,Blue Cheese Dip - Regular
127612123,8953892581,Large Veggie Sticks Spicy,Ranch Dip - Large,Fried Corn - Large,,Blue Cheese Dip - Regular,25 pc Game Day Pack,Veggie Sticks Spicy
572496484,9160586430,20pc Spicy Feast Deal,Ranch Dip - Regular,15 pc Spicy Wings,,Flavor Platter,40 pc Family Grilled Wings,30 pc Family Grilled Wings
826400711,1348916976,Chicken Sub,2 pc Crispy Strips,30 pc Family Grilled Wings,,Dipping Sauce,40 pc Family Grilled Wings,Honey Mustard Dip - Regular
178244854,4319071016,Ranch Dip - Regular,10 pc Grilled Wings,20pc Spicy Feast Deal,,Ranch Dip - Large,Blue Cheese Dip - Regular,15 pc Grilled Wings
482214024,2082860004,10 pc Grilled Wings,10 pc Spicy Wings,Regular Buffalo Fries,,15 pc Grilled Wings,15 pc Spicy Wings,20 pc Grilled Wings
893185287,6088363846,Ranch Dip - Large,30 pc Grilled Wings,Fried Corn - Large,,Ranch Dip - Regular,Blue Cheese Dip - Regular,20 pc Grilled Wings
97269016,6601145696,Flavor Platter,20 pc Grilled Wings,Chicken Sub,,20pc Spicy Feast Deal,15 pc Grilled Wings,40 pc Family Grilled Wings
772901794,9265211153,Carrot Sticks,10 pc Spicy Wings Combo,Ranch Dip - Regular,,Order Memo Item,Order Blankline 1,6 pc Grilled Wings Combo
581373507,8354850181,24 pc Family Grilled Wings,20 Oz Soda,32 Oz Soda,,Flavor Platter,15 pc Grilled Wings,20 pc Grilled Wings
5613489,9709185284,3 pc Crispy Strips Combo,Chicken Sub,20 pc Grilled Wings,,6 pc Grilled Wings Combo,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo
331448524,8664036462,Veggie Sticks,Ranch Dip - Large,Fried Corn - Regular,,Blue Cheese Dip - Regular,Large Veggie Sticks,Celery Sticks
836575948,1787804796,20pc Spicy Feast Deal,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,,Flavor Platter,10 pc Spicy Wings Combo,15 pc Spicy Wings
760901567,4169189588,10 pc Spicy Wings Combo,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,,Order Memo Paid,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
253600554,4240555546,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,,Ranch Dip - Large,Blue Cheese Dip - Regular,Flavor Platter
930616334,6707615211,Blue Cheese Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips,,Ranch Dip - Regular,Ranch Dip - Large,Flavor Platter
746489796,6121591301,Ranch Dip - Regular,20 pc Grilled Wings,Regular Buffalo Fries,,Ranch Dip - Large,Blue Cheese Dip - Regular,7 pc Crispy Strips
818477912,9660893737,6 pc Grilled Wings Combo,Chicken Sub Combo,Ranch Dip - Regular,,8 pc Grilled Wings Combo,10 pc Grilled Wings Combo,6 pc Spicy Wings Combo
603622297,3166725456,15 pc Grilled Wings,Ranch Dip - Regular,Fried Corn - Regular,,20 pc Grilled Wings,30 pc Grilled Wings,20 pc Spicy Wings
457268741,2935738403,Cheese Fries - Large,Veggie Sticks Spicy,20pc Spicy Feast Deal,,Regular Buffalo Fries,Large Buffalo Fries,Voodoo Fries - Regular
518560140,7655305325,10 pc Mixed Wings,10 pc Grilled Wings Combo,5 pc Crispy Strips Combo,,6 pc Spicy Wings Combo,15 pc Grilled Wings,15 pc Spicy Wings
933015978,5498347398,Chicken Sub,10 pc Spicy Wings,20pc Spicy Feast Deal,,15 pc Grilled Wings,20 pc Grilled Wings,Honey Mustard Dip - Regular
210609580,7654433270,Flavor Platter,Add 5 Spicy Wings,4 pc Crispy Strips,,20pc Spicy Feast Deal,30 pc Family Grilled Wings,40 pc Family Grilled Wings
921507925,5618771525,Ranch Dip - Regular,8 pc Grilled Wings Combo,6 pc Spicy Wings Combo,,Blue Cheese Dip - Regular,Ranch Dip - Large,10 pc Spicy Wings Combo
630742216,8544774642,10 pc Grilled Wings Combo,Ranch Dip - Regular,Add 5 Grilled Wings,,8 pc Grilled Wings Combo,6 pc Grilled Wings Combo,6 pc Spicy Wings Combo
